wine_type,winetype_numeric,fixed acidity,residual sugar,density,pH,sulphates,alcohol,sulphates 1=low 2=high,alcohol 1=low 2=high,fixed acidity 1=low 2=high,healthiness,quality
white,2,7.2,2.2,0.99075,3.27,0.46,12.6,1,2,1,1,2
white,2,7.2,1.2,0.98892,3.03,0.33,12.7,1,2,1,1,2
white,2,7.2,1,0.99,3.05,0.34,12.7,1,2,1,1,2
white,2,7.3,2,0.9932,3.14,0.45,10.5,1,2,1,1,2
white,2,7.3,1.4,0.99244,3.24,0.42,10.7,1,2,1,1,2
white,2,7.3,5.2,0.9952,3.24,0.45,10.7,1,2,1,1,2
white,2,7.3,1.6,0.99178,3.18,0.47,10.7,1,2,1,1,2
white,2,7.3,9.4,0.9939,2.99,0.32,11,1,2,1,1,2
white,2,7.3,1.2,0.9918,3.2,0.48,11.3,1,2,1,1,2
white,2,7.3,6.4,0.9942,3.18,0.46,11.5,1,2,1,1,2
white,2,7.3,1,0.99,3.09,0.37,11.7,1,2,1,1,2
white,2,7.3,6.85,0.992,3.03,0.3,11.9,1,2,1,1,2
white,2,7.3,2.1,0.99085,3.25,0.4,11.9,1,2,1,1,2
white,2,7.3,2.3,0.99044,2.94,0.35,12,1,2,1,1,2
white,2,7.3,5.2,0.9925,3.3,0.47,12.4,1,2,1,1,2
white,2,7.3,1.8,0.9912,3.32,0.44,12.6,1,2,1,1,2
white,2,7.3,1.1,0.991,3.39,0.48,12.7,1,2,1,1,2
white,2,7.3,1.8,0.98889,2.96,0.35,13,1,2,1,1,2
white,2,7.4,7.9,0.9942,2.96,0.34,10.4,1,2,1,1,2
white,2,7.4,2.05,0.992,3.19,0.44,10.8,1,2,1,1,2
white,2,7.4,6,0.99304,3.14,0.44,11.3,1,2,1,1,2
white,2,7.4,3.7,0.9915,3.06,0.45,11.4,1,2,1,1,2
white,2,7.4,1.4,0.99136,3.11,0.42,11.43333333,1,2,1,1,2
white,2,7.4,5.25,0.9926,3.13,0.45,11.6,1,2,1,1,2
white,2,7.4,1.9,0.9892,2.93,0.36,12.5,1,2,1,1,2
white,2,7.4,2,0.99055,3.28,0.48,12.5,1,2,1,1,2
white,2,7.5,1.9,0.9941,3.27,0.45,10.3,1,2,1,1,2
white,2,7.5,11.1,0.9962,3.15,0.34,10.5,1,2,1,1,2
white,2,7.5,4.6,0.9927,3.01,0.38,10.6,1,2,1,1,2
white,2,7.5,7.1,0.99397,3.16,0.38,10.6,1,2,1,1,2
white,2,7.5,1.2,0.9931,3.51,0.47,10.7,1,2,1,1,2
white,2,7.5,6.5,0.99276,3.03,0.38,10.9,1,2,1,1,2
white,2,7.5,9.9,0.99567,3.15,0.46,10.9,1,2,1,1,2
white,2,7.5,2.6,0.9923,3.1,0.49,11.1,1,2,1,1,2
white,2,7.5,1.7,0.9916,3.21,0.44,11.5,1,2,1,1,2
white,2,7.5,1.6,0.99044,2.97,0.43,11.9,1,2,1,1,2
white,2,7.5,19.5,0.9977,3.24,0.38,12,1,2,1,1,2
white,2,7.5,4.6,0.99085,3.15,0.38,12,1,2,1,1,2
white,2,7.5,6,0.9924,3.16,0.39,12,1,2,1,1,2
white,2,7.6,1.6,0.99288,3.08,0.43,10,1,2,1,1,2
white,2,7.6,8.3,0.9958,3.12,0.43,10.2,1,2,1,1,2
white,2,7.6,1.9,0.9941,3.25,0.4,10.4,1,2,1,1,2
white,2,7.6,10.6,0.9962,3.13,0.38,10.5,1,2,1,1,2
white,2,7.6,2.6,0.9941,3.46,0.44,10.8,1,2,1,1,2
white,2,7.6,9.2,0.9938,3.08,0.29,11,1,2,1,1,2
white,2,7.6,8.8,0.99442,3.08,0.38,11,1,2,1,1,2
white,2,7.6,2.5,0.99178,3.15,0.48,11.1,1,2,1,1,2
white,2,7.6,1.3,0.9908,2.99,0.39,11.3,1,2,1,1,2
white,2,7.6,1.1,0.9907,2.92,0.42,11.4,1,2,1,1,2
white,2,7.6,14,0.9958,3.14,0.38,11.8,1,2,1,1,2
white,2,7.6,5,0.99084,3.06,0.48,12.4,1,2,1,1,2
white,2,7.6,4.6,0.99018,3.03,0.43,13.1,1,2,1,1,2
white,2,7.7,1.3,0.9932,3.35,0.39,10.1,1,2,1,1,2
white,2,7.7,4.3,0.9939,3.16,0.39,10.2,1,2,1,1,2
white,2,7.7,1.6,0.9919,2.93,0.33,11,1,2,1,1,2
white,2,7.7,1.9,0.9922,3.3,0.49,11.8,1,2,1,1,2
white,2,7.7,19.6,0.9973,3.24,0.4,12,1,2,1,1,2
white,2,7.7,4.3,0.99152,3.11,0.48,12,1,2,1,1,2
white,2,7.7,1.2,0.99084,3.18,0.34,12.1,1,2,1,1,2
white,2,7.7,1.8,0.9911,2.99,0.48,12.1,1,2,1,1,2
white,2,7.7,5.3,0.992,3.11,0.42,12.2,1,2,1,1,2
white,2,7.7,2,0.9906,3.18,0.32,12.9,1,2,1,1,2
white,2,7.8,7,0.9952,3.21,0.33,10,1,2,1,1,2
white,2,7.8,11.9,0.9959,3.02,0.31,10.3,1,2,1,1,2
white,2,7.8,1.6,0.9927,3.05,0.45,10.5,1,2,1,1,2
white,2,7.8,1.7,0.993,3.03,0.48,10.5,1,2,1,1,2
white,2,7.8,1,0.9938,3.25,0.43,10.8,1,2,1,1,2
white,2,7.8,1.8,0.9914,3.14,0.39,10.9,1,2,1,1,2
white,2,7.8,5,0.99186,2.99,0.39,11,1,2,1,1,2
white,2,7.8,7.4,0.99278,2.99,0.39,11,1,2,1,1,2
white,2,7.8,3.2,0.9919,3.03,0.32,11.3,1,2,1,1,2
white,2,7.8,1,0.99128,3.08,0.38,11.4,1,2,1,1,2
white,2,7.8,1.3,0.9904,3.16,0.4,12,1,2,1,1,2
white,2,7.8,1.8,0.9908,3.11,0.41,12.1,1,2,1,1,2
white,2,7.9,3.8,0.993,3.1,0.39,10.5,1,2,1,1,2
white,2,7.9,5.2,0.9953,3.18,0.48,10.6,1,2,1,1,2
white,2,7.9,6.7,0.99362,2.93,0.49,10.7,1,2,1,1,2
white,2,7.9,5.3,0.9918,3.06,0.32,11.8,1,2,1,1,2
white,2,7.9,1,0.99093,3.08,0.43,11.9,1,2,1,1,2
white,2,8,9.4,0.9964,3.14,0.48,10,1,2,1,1,2
white,2,8,9,0.998,3.34,0.49,10,1,2,1,1,2
white,2,8,5.2,0.9953,3.18,0.4,10.6,1,2,1,1,2
white,2,8,7.1,0.9959,3.17,0.43,10.6,1,2,1,1,2
white,2,8,1.2,0.9929,3.28,0.42,10.9,1,2,1,1,2
white,2,8,9.7,0.99406,2.99,0.36,11.2,1,2,1,1,2
white,2,8,1.1,0.99044,2.98,0.39,11.2,1,2,1,1,2
white,2,8,10.8,0.9957,3.06,0.47,11.4,1,2,1,1,2
white,2,8,10.8,0.9957,3.06,0.47,11.4,1,2,1,1,2
white,2,8,10,0.99457,3.12,0.36,11.6,1,2,1,1,2
white,2,8,4.6,0.9928,3.29,0.47,12,1,2,1,1,2
white,2,8,7.7,0.9935,3.18,0.41,12.2,1,2,1,1,2
white,2,8,1.2,0.99002,3,0.45,12.4,1,2,1,1,2
white,2,8.1,9.7,0.997,3.1,0.46,10,1,2,1,1,2
white,2,8.1,11,0.99676,3.11,0.49,10,1,2,1,1,2
white,2,8.1,6.9,0.9951,3.26,0.44,10.1,1,2,1,1,2
white,2,8.1,7.1,0.9944,3.14,0.41,10.8,1,2,1,1,2
white,2,8.1,0.9,0.99062,2.92,0.36,11.1,1,2,1,1,2
white,2,8.1,8.1,0.9943,3.1,0.3,11.2,1,2,1,1,2
white,2,8.1,4.3,0.99212,3.16,0.33,11.2,1,2,1,1,2
white,2,8.1,1.7,0.9923,3.03,0.42,11.2,1,2,1,1,2
white,2,8.1,7.9,0.99176,3.05,0.46,13.3,1,2,1,1,2
white,2,8.2,1.3,0.9928,2.99,0.36,10,1,2,1,1,2
white,2,8.2,8.5,0.9952,3.04,0.37,10.1,1,2,1,1,2
white,2,8.2,0.9,0.9928,3.07,0.38,10.4,1,2,1,1,2
white,2,8.2,6.8,0.9944,3.01,0.38,10.5,1,2,1,1,2
white,2,8.2,1,0.9928,3.24,0.36,10.9,1,2,1,1,2
white,2,8.2,3.5,0.9928,3.19,0.35,11.5,1,2,1,1,2
white,2,8.2,1,0.9906,3.04,0.32,11.7,1,2,1,1,2
white,2,8.2,7.6,0.9939,3.16,0.34,12,1,2,1,1,2
white,2,8.2,4.1,0.9911,3,0.32,12.8,1,2,1,1,2
white,2,8.3,1.7,0.9938,3.05,0.37,10.1,1,2,1,1,2
white,2,8.3,1.1,0.9927,3,0.47,10.2,1,2,1,1,2
white,2,8.3,2.5,0.9944,3.23,0.47,10.7,1,2,1,1,2
white,2,8.3,8.8,0.9956,3.13,0.35,11.05,1,2,1,1,2
white,2,8.3,3.2,0.9928,3.15,0.36,11.5,1,2,1,1,2
white,2,8.3,4.45,0.9924,3.25,0.42,12.2,1,2,1,1,2
white,2,8.4,7.4,0.9934,3.03,0.33,11.9,1,2,1,1,2
white,2,8.5,14.9,0.9982,3.08,0.31,10,1,2,1,1,2
white,2,8.5,1.5,0.9932,3.03,0.4,10.3,1,2,1,1,2
white,2,8.5,1.1,0.99194,3,0.35,10.5,1,2,1,1,2
white,2,8.5,9.25,0.9945,3.05,0.37,11.4,1,2,1,1,2
white,2,8.5,9.25,0.9945,3.05,0.37,11.4,1,2,1,1,2
white,2,8.6,0.8,0.99104,2.99,0.38,11.1,1,2,1,1,2
white,2,8.6,4.1,0.9918,3.01,0.38,12.4,1,2,1,1,2
white,2,8.7,0.6,0.9926,3.08,0.38,10.6,1,2,1,1,2
white,2,8.7,4.8,0.99474,3.12,0.49,11.2,1,2,1,1,2
white,2,8.8,1.1,0.9926,2.97,0.35,10.4,1,2,1,1,2
white,2,8.8,10.3,0.99571,3.13,0.4,10.7,1,2,1,1,2
white,2,8.8,5,0.9925,2.87,0.49,11.4,1,2,1,1,2
white,2,8.9,1.2,0.99244,3.2,0.37,11.5,1,2,1,1,2
white,2,8.9,4.6,0.99458,3.15,0.45,11.5,1,2,1,1,2
white,2,8.9,4.6,0.99458,3.15,0.45,11.5,1,2,1,1,2
white,2,8.9,0.8,0.98984,3.01,0.35,12.4,1,2,1,1,2
white,2,9,5.9,0.995,2.93,0.35,10.2,1,2,1,1,2
white,2,9,4.9,0.9932,3.04,0.4,11.3,1,2,1,1,2
white,2,9.1,2,0.9958,3.15,0.46,10.1,1,2,1,1,2
white,2,9.1,2,0.9958,3.15,0.46,10.1,1,2,1,1,2
white,2,9.2,11.8,0.998,3.1,0.34,10.1,1,2,1,1,2
white,2,9.2,6.2,0.9948,2.89,0.34,10.1,1,2,1,1,2
white,2,9.2,0.9,0.9924,2.96,0.28,10.4,1,2,1,1,2
white,2,9.2,1.6,0.9948,3.02,0.45,10.4,1,2,1,1,2
white,2,9.2,1,0.9922,2.96,0.25,10.5,1,2,1,1,2
white,2,9.2,1.2,0.9916,2.93,0.37,11.3,1,2,1,1,2
white,2,9.4,10.7,0.9958,2.85,0.42,10.6,1,2,1,1,2
white,2,9.4,6.5,0.99479,3.08,0.43,10.6,1,2,1,1,2
white,2,9.6,1.3,0.9938,2.94,0.43,10.5,1,2,1,1,2
white,2,9.6,1.5,0.9937,2.96,0.49,10.9,1,2,1,1,2
white,2,9.8,9.85,0.9958,2.87,0.29,10,1,2,1,1,2
white,2,4.2,1.8,0.98999,3.65,0.89,12,2,2,1,2,2
white,2,5,2.2,0.99098,3.69,0.62,11.7,2,2,1,2,2
white,2,5,11.8,0.99322,3.41,0.64,11.8,2,2,1,2,2
white,2,5,8.3,0.9918,3.53,0.51,12.5,2,2,1,2,2
white,2,5.1,1.75,0.99,3.4,0.51,12.33333333,2,2,1,2,2
white,2,5.2,1.6,0.98975,3.3,0.84,11.9,2,2,1,2,2
white,2,5.3,1,0.99156,3.57,0.59,10.6,2,2,1,2,2
white,2,5.3,7.4,0.99313,3.38,0.51,11,2,2,1,2,2
white,2,5.3,1.3,0.99082,3.48,0.54,11.2,2,2,1,2,2
white,2,5.3,1.2,0.99045,3.32,0.62,11.3,2,2,1,2,2
white,2,5.3,3.9,0.99072,3.31,0.58,11.75,2,2,1,2,2
white,2,5.3,9.65,0.99168,3.18,0.53,12.2,2,2,1,2,2
white,2,5.4,1.2,0.99048,3.37,0.66,11.3,2,2,1,2,2
white,2,5.4,2.7,0.98856,3.2,0.53,13.2,2,2,1,2,2
white,2,5.4,2.7,0.98856,3.2,0.53,13.2,2,2,1,2,2
white,2,5.4,2.1,0.98953,3.39,0.77,13.4,2,2,1,2,2
white,2,5.4,4.6,0.98889,3.33,0.54,13.8,2,2,1,2,2
white,2,5.5,1.6,0.9906,3.33,0.51,11.4,2,2,1,2,2
white,2,5.6,2.2,0.99378,3.21,0.68,10,2,2,1,2,2
white,2,5.6,1.5,0.9924,3.34,0.58,10.1,2,2,1,2,2
white,2,5.6,1.1,0.9918,3.23,0.53,10.3,2,2,1,2,2
white,2,5.6,10.7,0.99464,3.25,0.61,10.4,2,2,1,2,2
white,2,5.6,1.1,0.99154,3.47,0.56,10.6,2,2,1,2,2
white,2,5.6,5.55,0.99336,3.47,0.5,11,2,2,1,2,2
white,2,5.6,6.3,0.9922,3.54,0.5,11.6,2,2,1,2,2
white,2,5.6,1.25,0.98984,3.51,0.6,12,2,2,1,2,2
white,2,5.6,4.5,0.9907,3.42,0.9,13.7,2,2,1,2,2
white,2,5.7,6.7,0.9941,3.29,0.63,10,2,2,1,2,2
white,2,5.7,7.95,0.99486,3.44,0.61,10.3,2,2,1,2,2
white,2,5.7,12.2,0.99524,3.23,0.53,10.4,2,2,1,2,2
white,2,5.7,1.5,0.99142,3.3,0.59,11,2,2,1,2,2
white,2,5.7,1.9,0.99138,3.29,0.55,11.2,2,2,1,2,2
white,2,5.7,1.1,0.9902,3.31,0.52,11.4,2,2,1,2,2
white,2,5.7,1.6,0.99044,3.33,0.52,11.9,2,2,1,2,2
white,2,5.7,1.4,0.9897,3.31,0.5,12.3,2,2,1,2,2
white,2,5.7,2.2,0.9893,3.07,0.54,12.3,2,2,1,2,2
white,2,5.7,5.1,0.99052,3.18,0.67,12.4,2,2,1,2,2
white,2,5.8,6.6,0.9941,3.29,0.62,10,2,2,1,2,2
white,2,5.8,1.2,0.99137,3.19,0.5,10.2,2,2,1,2,2
white,2,5.8,1.3,0.99202,3.43,0.68,10.4,2,2,1,2,2
white,2,5.8,9.1,0.9965,3.66,0.55,10.8,2,2,1,2,2
white,2,5.8,4.5,0.99324,3.31,0.64,10.8,2,2,1,2,2
white,2,5.8,1.5,0.99138,3.3,0.57,11,2,2,1,2,2
white,2,5.8,1.8,0.99035,3.38,0.9,11.8,2,2,1,2,2
white,2,5.8,1.4,0.99043,3.59,0.56,12.3,2,2,1,2,2
white,2,5.8,4.3,0.98946,3.16,0.57,13,2,2,1,2,2
white,2,5.8,4.9,0.98963,3.23,0.58,13.1,2,2,1,2,2
white,2,5.8,2.6,0.98936,3.36,0.78,13.9,2,2,1,2,2
white,2,5.8,2.6,0.9894,3.39,0.79,14,2,2,1,2,2
white,2,5.9,5.7,0.9934,3.22,0.51,10.2,2,2,1,2,2
white,2,5.9,1.3,0.9945,3.45,0.53,10.4,2,2,1,2,2
white,2,5.9,1.4,0.9922,3.29,0.52,10.5,2,2,1,2,2
white,2,5.9,8.6,0.99432,3.23,0.53,10.6,2,2,1,2,2
white,2,5.9,9,0.9941,3.25,0.53,10.7,2,2,1,2,2
white,2,5.9,4.5,0.9934,3.49,0.51,10.8,2,2,1,2,2
white,2,5.9,4.2,0.99214,3.13,0.74,10.8,2,2,1,2,2
white,2,5.9,2,0.99225,3.39,0.69,10.9,2,2,1,2,2
white,2,5.9,2.4,0.99234,3.63,0.73,11.3,2,2,1,2,2
white,2,5.9,2,0.99034,3.02,0.54,11.4,2,2,1,2,2
white,2,5.9,1.5,0.98986,3.36,0.56,12,2,2,1,2,2
white,2,5.9,1.6,0.98916,3.41,0.55,12.7,2,2,1,2,2
white,2,5.9,1.3,0.98889,3.08,0.64,12.9,2,2,1,2,2
white,2,5.9,2.4,0.9894,3.41,0.78,13.9,2,2,1,2,2
white,2,6,1.9,0.9938,3.64,0.54,10,2,2,1,2,2
white,2,6,5,0.99261,2.94,0.63,10,2,2,1,2,2
white,2,6,5.9,0.9944,3.16,0.72,10,2,2,1,2,2
white,2,6,1.5,0.99455,3.5,0.52,10.4,2,2,1,2,2
white,2,6,1.3,0.9924,3.21,0.62,10.4,2,2,1,2,2
white,2,6,1.3,0.9924,3.29,0.63,10.4,2,2,1,2,2
white,2,6,1.9,0.9933,3.16,0.69,10.6,2,2,1,2,2
white,2,6,6.1,0.99462,3.48,0.57,10.7,2,2,1,2,2
white,2,6,2.7,0.99325,3.41,0.5,10.8,2,2,1,2,2
white,2,6,1.7,0.99144,3.22,0.54,10.8,2,2,1,2,2
white,2,6,10.8,0.9937,3.09,0.59,10.96666667,2,2,1,2,2
white,2,6,1.8,0.9919,3.41,0.53,11,2,2,1,2,2
white,2,6,1.4,0.99085,3.34,0.58,11.1,2,2,1,2,2
white,2,6,3.95,0.99146,3.3,0.54,11.3,2,2,1,2,2
white,2,6,1.6,0.98974,3.1,0.5,11.5,2,2,1,2,2
white,2,6,1.3,0.99018,3.04,0.64,11.73333333,2,2,1,2,2
white,2,6,1.3,0.99018,3.04,0.64,11.75,2,2,1,2,2
white,2,6,3.5,0.9912,3.4,0.71,12.3,2,2,1,2,2
white,2,6,1.3,0.98865,3.11,0.52,12.7,2,2,1,2,2
white,2,6,4.8,0.98968,3.24,0.56,13.1,2,2,1,2,2
white,2,6.1,10.7,0.99521,3.34,0.52,10.2,2,2,1,2,2
white,2,6.1,1.5,0.992,3.31,0.54,10.4,2,2,1,2,2
white,2,6.1,2.9,0.99314,3.44,0.64,10.5,2,2,1,2,2
white,2,6.1,6.2,0.99281,3.22,0.6,11,2,2,1,2,2
white,2,6.1,2.8,0.9908,2.95,0.64,11.4,2,2,1,2,2
white,2,6.1,4.7,0.991,3.31,0.62,12.6,2,2,1,2,2
white,2,6.2,1.5,0.99228,3.41,0.5,10,2,2,1,2,2
white,2,6.2,1.7,0.9933,3.49,0.71,10.5,2,2,1,2,2
white,2,6.2,5.6,0.99313,3.25,0.51,10.53333333,2,2,1,2,2
white,2,6.2,1.1,0.99158,3.48,0.6,11,2,2,1,2,2
white,2,6.2,6.3,0.99282,3.21,0.6,11,2,2,1,2,2
white,2,6.2,1.7,0.9924,3.44,0.66,11,2,2,1,2,2
white,2,6.2,1,0.99032,3.23,0.52,11.3,2,2,1,2,2
white,2,6.2,1.2,0.99036,3.24,0.57,11.3,2,2,1,2,2
white,2,6.2,1,0.98988,3.14,0.56,11.4,2,2,1,2,2
white,2,6.2,1.6,0.99176,3.3,0.73,11.4,2,2,1,2,2
white,2,6.2,2.5,0.99132,3.36,0.59,11.6,2,2,1,2,2
white,2,6.2,1.7,0.99,3.24,0.5,12.1,2,2,1,2,2
white,2,6.2,1.2,0.98999,3.32,0.54,12.6,2,2,1,2,2
white,2,6.2,4.3,0.989,2.98,0.64,13.1,2,2,1,2,2
white,2,6.2,4,0.98936,3.2,0.5,13.3,2,2,1,2,2
white,2,6.3,5.6,0.99383,3.09,0.54,10,2,2,1,2,2
white,2,6.3,6.2,0.9952,3.29,0.53,10.1,2,2,1,2,2
white,2,6.3,1.8,0.9924,3.31,0.5,10.3,2,2,1,2,2
white,2,6.3,0.9,0.9926,3.45,0.5,10.5,2,2,1,2,2
white,2,6.3,3.75,0.9927,3.23,0.5,10.7,2,2,1,2,2
white,2,6.3,4.7,0.99278,3.07,0.75,10.7,2,2,1,2,2
white,2,6.3,1.2,0.99074,3.16,0.51,11,2,2,1,2,2
white,2,6.3,1.1,0.99066,3.13,0.72,11.2,2,2,1,2,2
white,2,6.3,1.1,0.99066,3.13,0.72,11.2,2,2,1,2,2
white,2,6.3,1.5,0.9917,3.46,0.5,11.4,2,2,1,2,2
white,2,6.3,1.5,0.9917,3.46,0.5,11.4,2,2,1,2,2
white,2,6.3,1.2,0.98961,3.06,0.74,11.6,2,2,1,2,2
white,2,6.3,10,0.9962,3.74,0.55,11.9,2,2,1,2,2
white,2,6.3,4.7,0.99036,3.24,0.56,12.7,2,2,1,2,2
white,2,6.4,4.9,0.99445,3.1,0.56,10,2,2,1,2,2
white,2,6.4,7.5,0.9948,3.27,0.52,10.1,2,2,1,2,2
white,2,6.4,7.5,0.9948,3.27,0.52,10.1,2,2,1,2,2
white,2,6.4,14.9,0.9968,3.28,0.5,10.2,2,2,1,2,2
white,2,6.4,1.3,0.9933,3.61,0.54,10.2,2,2,1,2,2
white,2,6.4,12.9,0.99546,3.02,0.59,10.2,2,2,1,2,2
white,2,6.4,1.6,0.9929,3.48,0.56,10.5,2,2,1,2,2
white,2,6.4,14.7,0.998275,3.39,0.6,10.5,2,2,1,2,2
white,2,6.4,5.8,0.9942,3.01,0.98,10.5,2,2,1,2,2
white,2,6.4,1.1,0.99142,3.17,0.55,10.7,2,2,1,2,2
white,2,6.4,7.2,0.993,3.13,0.55,10.9,2,2,1,2,2
white,2,6.4,9.3,0.99433,3.23,0.53,10.98,2,2,1,2,2
white,2,6.4,7.4,0.99404,3.24,0.58,11,2,2,1,2,2
white,2,6.4,3.9,0.99237,3.1,0.59,11.1,2,2,1,2,2
white,2,6.4,0.9,0.99175,3.47,0.52,11.2,2,2,1,2,2
white,2,6.4,4.9,0.99316,3.38,0.55,11.2,2,2,1,2,2
white,2,6.4,1.2,0.9907,3.14,0.73,11.2,2,2,1,2,2
white,2,6.4,1.2,0.99058,3.11,0.75,11.3,2,2,1,2,2
white,2,6.4,1.2,0.99058,3.11,0.75,11.3,2,2,1,2,2
white,2,6.4,1.4,0.99014,3.15,0.5,11.7,2,2,1,2,2
white,2,6.4,1.1,0.98986,3.01,0.56,11.7,2,2,1,2,2
white,2,6.4,5.8,0.99189,3.18,0.53,11.9,2,2,1,2,2
white,2,6.4,4.9,0.99024,3.09,0.58,12.8,2,2,1,2,2
white,2,6.4,9.6,0.9924,3.22,0.73,13.1,2,2,1,2,2
white,2,6.5,3.4,0.9937,3.14,0.76,10,2,2,1,2,2
white,2,6.5,1.4,0.9926,3.14,0.52,10.1,2,2,1,2,2
white,2,6.5,8.2,0.99453,3.13,0.7,10.1,2,2,1,2,2
white,2,6.5,1.7,0.9928,3.49,0.5,10.2,2,2,1,2,2
white,2,6.5,12.6,0.99688,3.26,0.7,10.3,2,2,1,2,2
white,2,6.5,1.4,0.9922,3.36,0.54,10.8,2,2,1,2,2
white,2,6.5,1.4,0.9916,3.24,0.54,10.8,2,2,1,2,2
white,2,6.5,13.55,0.99544,3.2,0.56,11,2,2,1,2,2
white,2,6.5,2.1,0.99054,3.02,0.52,11.3,2,2,1,2,2
white,2,6.5,2.6,0.9914,3.21,0.76,11.33333333,2,2,1,2,2
white,2,6.5,2.6,0.9914,3.21,0.76,11.33333333,2,2,1,2,2
white,2,6.5,9.15,0.99339,3.24,0.56,11.35,2,2,1,2,2
white,2,6.5,1.7,0.99053,3.27,0.69,11.4,2,2,1,2,2
white,2,6.5,1.6,0.9912,3.32,0.59,11.5,2,2,1,2,2
white,2,6.5,1.4,0.99114,3.36,0.6,11.5,2,2,1,2,2
white,2,6.5,2.7,0.9924,3.4,0.74,11.5,2,2,1,2,2
white,2,6.5,1.9,0.991,3.34,0.7,12,2,2,1,2,2
white,2,6.5,1.9,0.991,3.34,0.7,12,2,2,1,2,2
white,2,6.5,0.8,0.98942,3.11,0.5,12.1,2,2,1,2,2
white,2,6.5,5.2,0.99067,3.06,0.5,12.3,2,2,1,2,2
white,2,6.5,1.3,0.98944,3.16,0.54,12.4,2,2,1,2,2
white,2,6.5,3.2,0.9908,3.25,0.65,12.4,2,2,1,2,2
white,2,6.5,2.3,0.98964,3.13,0.52,12.8,2,2,1,2,2
white,2,6.5,4.1,0.9902,3.26,0.55,13,2,2,1,2,2
white,2,6.5,2.2,0.98894,3.22,0.53,13.5,2,2,1,2,2
white,2,6.6,0.8,0.9934,3.34,0.56,10,2,2,1,2,2
white,2,6.6,1.3,0.9934,3.36,0.6,10,2,2,1,2,2
white,2,6.6,9.9,0.995,3.07,0.5,10.1,2,2,1,2,2
white,2,6.6,1.7,0.9942,3.37,0.6,10.1,2,2,1,2,2
white,2,6.6,0.9,0.9926,3.39,0.54,10.2,2,2,1,2,2
white,2,6.6,1.5,0.9934,3.43,0.85,10.2,2,2,1,2,2
white,2,6.6,16.3,0.9986,3.35,0.54,10.4,2,2,1,2,2
white,2,6.6,1.6,0.99304,3.35,0.61,10.4,2,2,1,2,2
white,2,6.6,1.5,0.99295,3.36,0.62,10.5,2,2,1,2,2
white,2,6.6,3.3,0.993,3.42,0.64,10.8,2,2,1,2,2
white,2,6.6,3.9,0.9922,3.15,0.64,11.3,2,2,1,2,2
white,2,6.6,2.6,0.99146,3.22,0.72,11.3,2,2,1,2,2
white,2,6.6,1.9,0.99056,3.05,0.54,11.4,2,2,1,2,2
white,2,6.6,1.5,0.9914,3.25,0.55,11.4,2,2,1,2,2
white,2,6.6,1.2,0.99094,3.01,0.63,11.4,2,2,1,2,2
white,2,6.6,1.1,0.98939,3,0.52,11.9,2,2,1,2,2
white,2,6.6,1.3,0.99044,3.11,0.56,12.25,2,2,1,2,2
white,2,6.6,4.8,0.99198,3.36,0.71,12.6,2,2,1,2,2
white,2,6.6,12.75,0.99386,3.1,0.57,12.9,2,2,1,2,2
white,2,6.6,11.3,0.99302,3.27,0.78,12.9,2,2,1,2,2
white,2,6.6,4,0.99018,3.25,0.53,13,2,2,1,2,2
white,2,6.7,6.4,0.9956,3.29,0.52,10,2,2,1,2,2
white,2,6.7,2.3,0.99229,3.07,0.67,10.1,2,2,1,2,2
white,2,6.7,1.8,0.9944,3.44,0.61,10.2,2,2,1,2,2
white,2,6.7,11.2,0.99758,3.54,0.74,10.4,2,2,1,2,2
white,2,6.7,4.7,0.9946,3.32,0.66,10.5,2,2,1,2,2
white,2,6.7,4.3,0.99176,2.91,0.54,10.7,2,2,1,2,2
white,2,6.7,8.9,0.99455,3.25,0.54,11,2,2,1,2,2
white,2,6.7,8.9,0.99455,3.25,0.54,11,2,2,1,2,2
white,2,6.7,2.8,0.99159,3.31,0.63,11.3,2,2,1,2,2
white,2,6.7,2.8,0.99159,3.31,0.63,11.3,2,2,1,2,2
white,2,6.7,9.9,0.9953,3.46,0.55,11.4,2,2,1,2,2
white,2,6.7,1.2,0.99058,3.1,0.76,11.4,2,2,1,2,2
white,2,6.7,4.9,0.9926,3.36,0.82,12,2,2,1,2,2
white,2,6.7,2,0.99064,3.29,0.65,12.5,2,2,1,2,2
white,2,6.7,1.9,0.99,3.29,0.62,12.6,2,2,1,2,2
white,2,6.7,1.4,0.9889,3.15,0.53,12.7,2,2,1,2,2
white,2,6.7,4,0.99016,3.26,0.54,13,2,2,1,2,2
white,2,6.7,2.1,0.9904,3.22,0.6,13,2,2,1,2,2
white,2,6.7,4.3,0.99014,3.22,0.59,13.4,2,2,1,2,2
white,2,6.8,5.1,0.9942,3.23,0.69,10.1,2,2,1,2,2
white,2,6.8,7,0.9973,3.57,0.55,10.2,2,2,1,2,2
white,2,6.8,6.4,0.99358,2.96,0.59,10.2,2,2,1,2,2
white,2,6.8,8.1,0.9956,3.33,0.59,10.2,2,2,1,2,2
white,2,6.8,1,0.99289,3.24,0.61,10.2,2,2,1,2,2
white,2,6.8,3.2,0.99324,3.1,0.69,10.2,2,2,1,2,2
white,2,6.8,12.9,0.99742,3.24,0.78,10.2,2,2,1,2,2
white,2,6.8,12.9,0.99742,3.24,0.78,10.2,2,2,1,2,2
white,2,6.8,1.5,0.99244,3.06,0.56,10.3,2,2,1,2,2
