wine_type,winetype_numeric,fixed acidity,residual sugar,density,pH,sulphates,alcohol,sulphates 1=low 2=high,alcohol 1=low 2=high,fixed acidity 1=low 2=high,healthiness,quality
red,1,7.8,2.4,0.9975,3.42,0.6,10.8,2,2,1,2,2
red,1,7.8,2.6,0.99621,3.38,0.62,10.8,2,2,1,2,2
red,1,7.8,1.9,0.99628,3.4,0.69,10.9,2,2,1,2,2
red,1,7.8,1.9,0.9962,3.31,0.63,11,2,2,1,2,2
red,1,7.8,2.7,0.99732,3.33,0.78,11,2,2,1,2,2
red,1,7.8,2.1,0.9944,3.24,0.53,11.2,2,2,1,2,2
red,1,7.8,2.5,0.996,3.34,0.61,11.6,2,2,1,2,2
red,1,7.8,2,0.99526,3.39,0.66,11.6,2,2,1,2,2
red,1,7.8,2.3,0.99417,3.46,0.74,12.7,2,2,1,2,2
red,1,7.9,4,0.9965,3.36,0.67,10.7,2,2,1,2,2
red,1,7.9,4,0.9965,3.36,0.67,10.7,2,2,1,2,2
red,1,7.9,2,0.99619,3.33,0.68,10.9,2,2,1,2,2
red,1,7.9,1.5,0.99396,3.29,0.71,11,2,2,1,2,2
red,1,7.9,1.9,0.99419,3.27,0.54,11.2,2,2,1,2,2
red,1,7.9,1.6,0.994,3.29,0.69,11.2,2,2,1,2,2
red,1,7.9,2.2,0.996,3.33,0.93,11.3,2,2,1,2,2
red,1,7.9,2,0.99546,3.35,0.6,11.4,2,2,1,2,2
red,1,7.9,2.5,0.9963,3.34,0.74,11.7,2,2,1,2,2
red,1,7.9,1.7,0.99458,3.32,0.8,11.9,2,2,1,2,2
red,1,7.9,2.9,0.9974,3.49,0.96,12.1,2,2,1,2,2
red,1,7.9,8.3,0.99316,3.01,0.51,12.3,2,2,1,2,2
red,1,7.9,8.3,0.99316,3.01,0.51,12.3,2,2,1,2,2
red,1,7.9,1.9,0.99364,3.41,0.56,12.6,2,2,1,2,2
red,1,7.9,3.6,0.9973,3.35,0.86,12.8,2,2,1,2,2
red,1,7.9,2.5,0.99235,3.2,0.72,13.1,2,2,1,2,2
red,1,8,2.8,0.99685,3.35,0.56,10,2,2,1,2,2
red,1,8,1.7,0.99575,3.34,0.57,10,2,2,1,2,2
red,1,8,2,0.99735,3.36,0.61,10,2,2,1,2,2
red,1,8,2,0.9958,3.26,0.56,10.2,2,2,1,2,2
red,1,8,1.8,0.9962,3.42,0.92,10.5,2,2,1,2,2
red,1,8,1.9,0.9962,3.34,0.95,10.5,2,2,1,2,2
red,1,8,2.7,0.9972,3.31,0.58,10.7,2,2,1,2,2
red,1,8,2.6,0.9985,3.43,0.62,10.7,2,2,1,2,2
red,1,8,2.8,0.997,3.31,0.62,10.8,2,2,1,2,2
red,1,8,2.4,0.99612,3.37,0.58,11,2,2,1,2,2
red,1,8,2,0.99454,3.22,0.58,11.2,2,2,1,2,2
red,1,8,1.8,0.99501,3.36,0.66,11.2,2,2,1,2,2
red,1,8,1.9,0.9956,3.3,0.64,11.4,2,2,1,2,2
red,1,8,1.7,0.9946,3.38,0.6,11.9,2,2,1,2,2
red,1,8,2.2,0.9936,3.28,0.66,12.4,2,2,1,2,2
red,1,8,2.1,0.99358,3.15,0.81,12.5,2,2,1,2,2
red,1,8.1,2.2,0.9968,3.3,1.2,10.3,2,2,1,2,2
red,1,8.1,2.1,0.9972,3.37,0.77,10.7,2,2,1,2,2
red,1,8.1,2.8,0.9994,3.43,0.72,11.1,2,2,1,2,2
red,1,8.1,2.6,0.997,3.37,0.56,11.3,2,2,1,2,2
red,1,8.1,2.6,0.997,3.37,0.56,11.3,2,2,1,2,2
red,1,8.1,2.2,0.995,3.27,1.01,12.4,2,2,1,2,2
red,1,8.2,2.3,0.99613,3.25,0.53,10.2,2,2,1,2,2
red,1,8.2,1.6,0.99603,3.25,0.54,10.3,2,2,1,2,2
red,1,8.2,2.5,0.99672,3.53,0.81,10.4,2,2,1,2,2
red,1,8.2,2.8,0.9975,3.53,0.61,10.5,2,2,1,2,2
red,1,8.2,1.9,0.996,3.24,0.69,10.6,2,2,1,2,2
red,1,8.2,2.1,0.99638,3.29,0.75,10.9,2,2,1,2,2
red,1,8.2,2.1,0.99638,3.29,0.75,10.9,2,2,1,2,2
red,1,8.2,5.1,0.9974,3.22,0.94,10.9,2,2,1,2,2
red,1,8.2,5.1,0.9974,3.22,0.94,10.9,2,2,1,2,2
red,1,8.2,2.4,0.99599,3.27,0.81,11,2,2,1,2,2
red,1,8.2,2.4,0.99599,3.27,0.81,11,2,2,1,2,2
red,1,8.2,2.5,0.99624,3.27,0.85,11,2,2,1,2,2
red,1,8.2,2.2,0.99536,3.31,0.68,11.2,2,2,1,2,2
red,1,8.2,2.5,0.99594,3.4,0.78,11.3,2,2,1,2,2
red,1,8.2,2,0.99418,3.28,0.57,11.8,2,2,1,2,2
red,1,8.2,1.9,0.99408,3.23,0.81,12,2,2,1,2,2
red,1,8.2,1.9,0.99376,3.21,0.54,12.3,2,2,1,2,2
red,1,8.2,2.3,0.99506,3.27,0.55,12.3,2,2,1,2,2
red,1,8.2,2.5,0.99528,3.32,0.88,12.4,2,2,1,2,2
red,1,8.2,2.4,0.99356,3.33,0.7,12.8,2,2,1,2,2
red,1,8.2,2.4,0.99356,3.33,0.7,12.8,2,2,1,2,2
red,1,8.2,2.8,0.99473,3.3,0.76,12.8,2,2,1,2,2
red,1,8.3,2.6,0.9983,3.48,0.53,10,2,2,1,2,2
red,1,8.3,1.9,0.9978,3.39,0.61,10,2,2,1,2,2
red,1,8.3,1.4,0.99593,3.25,0.64,10,2,2,1,2,2
red,1,8.3,2.6,0.9994,3.51,0.72,10,2,2,1,2,2
red,1,8.3,2.5,0.99724,3.36,0.54,10.1,2,2,1,2,2
red,1,8.3,2.1,0.9972,3.4,0.61,10.2,2,2,1,2,2
red,1,8.3,3.4,0.99788,3.36,0.61,10.5,2,2,1,2,2
red,1,8.3,2.5,0.9979,3.31,0.7,10.8,2,2,1,2,2
red,1,8.3,2.2,0.9967,3.32,0.58,11,2,2,1,2,2
red,1,8.3,2.4,0.99554,3.34,0.86,11,2,2,1,2,2
red,1,8.3,4.2,0.9965,3.45,0.68,11.5,2,2,1,2,2
red,1,8.3,3.8,0.99498,3.27,0.64,12.1,2,2,1,2,2
red,1,8.3,2.1,0.99408,3.26,0.62,12.4,2,2,1,2,2
red,1,8.3,2.1,0.99408,3.26,0.62,12.4,2,2,1,2,2
red,1,8.3,2.4,0.99444,3.31,0.77,12.5,2,2,1,2,2
red,1,8.3,2.4,0.99444,3.31,0.77,12.5,2,2,1,2,2
red,1,8.3,2.3,0.99426,3.38,0.77,12.7,2,2,1,2,2
red,1,8.4,2,0.99745,3.31,0.57,10.4,2,2,1,2,2
red,1,8.4,1.7,0.99603,3.39,0.6,10.5,2,2,1,2,2
red,1,8.4,2.1,0.9958,3.13,0.52,11,2,2,1,2,2
red,1,8.4,2.2,0.9964,3.3,0.72,11,2,2,1,2,2
red,1,8.4,2.2,0.9964,3.3,0.72,11,2,2,1,2,2
red,1,8.4,1.8,0.99504,3.38,0.89,11.8,2,2,1,2,2
red,1,8.4,1.8,0.99504,3.38,0.89,11.8,2,2,1,2,2
red,1,8.4,3.1,0.99536,3.22,0.78,12,2,2,1,2,2
red,1,8.4,2.1,0.99392,3.11,0.78,12.4,2,2,1,2,2
red,1,8.4,2,0.99386,3.27,0.71,12.5,2,2,1,2,2
red,1,8.5,1.9,0.99648,3.36,0.67,10.4,2,2,1,2,2
red,1,8.5,1.8,0.9969,3.3,0.75,10.5,2,2,1,2,2
red,1,8.5,1.7,0.99605,3.52,0.63,10.7,2,2,1,2,2
red,1,8.5,1.9,0.99518,3.16,0.85,11.1,2,2,1,2,2
red,1,8.5,1.9,0.99518,3.16,0.85,11.1,2,2,1,2,2
red,1,8.5,4.7,0.99738,3.38,0.66,11.6,2,2,1,2,2
red,1,8.5,2.3,0.99434,3.14,0.71,11.8,2,2,1,2,2
red,1,8.5,1.8,0.99456,3.38,0.72,11.8,2,2,1,2,2
red,1,8.5,1.7,0.99524,3.3,0.74,11.8,2,2,1,2,2
red,1,8.5,1.75,0.99524,3.33,0.76,11.8,2,2,1,2,2
red,1,8.5,6.3,0.99566,3.28,0.56,12,2,2,1,2,2
red,1,8.6,2,0.99815,3.28,0.6,10,2,2,1,2,2
red,1,8.6,2,0.9967,3.2,0.56,10.2,2,2,1,2,2
red,1,8.6,2.8,0.99822,3.33,0.6,10.4,2,2,1,2,2
red,1,8.6,6.4,0.99817,3.27,0.58,11,2,2,1,2,2
red,1,8.6,6.4,0.99817,3.27,0.58,11,2,2,1,2,2
red,1,8.6,1.9,0.99604,3.47,0.87,11,2,2,1,2,2
red,1,8.6,2.3,0.99516,3.18,0.8,11.2,2,2,1,2,2
red,1,8.6,2.3,0.99516,3.18,0.8,11.2,2,2,1,2,2
red,1,8.6,1.8,0.99516,3.35,0.69,11.7,2,2,1,2,2
red,1,8.6,2.2,0.99512,3.27,0.67,11.9,2,2,1,2,2
red,1,8.7,1.4,0.9966,3.36,0.76,10.1,2,2,1,2,2
red,1,8.7,2.7,0.99734,3.26,0.63,10.2,2,2,1,2,2
red,1,8.7,2.5,0.9976,3.34,0.86,10.6,2,2,1,2,2
red,1,8.7,2.5,0.9976,3.34,0.86,10.6,2,2,1,2,2
red,1,8.7,2,0.9962,3.14,0.57,11,2,2,1,2,2
red,1,8.7,2.8,0.9964,3.33,0.67,11.2,2,2,1,2,2
red,1,8.7,3,1.0002,3.48,0.74,11.6,2,2,1,2,2
red,1,8.7,3,1.0002,3.48,0.74,11.6,2,2,1,2,2
red,1,8.7,3.3,0.99468,3.3,0.73,12,2,2,1,2,2
red,1,8.7,2.4,0.99617,3.33,0.77,12,2,2,1,2,2
red,1,8.7,6.2,0.9953,3.24,0.77,12.6,2,2,1,2,2
red,1,8.8,4,0.99787,3.22,0.5,10,2,2,1,2,2
red,1,8.8,4,0.99787,3.22,0.5,10,2,2,1,2,2
red,1,8.8,1.7,0.99701,3.31,0.53,10,2,2,1,2,2
red,1,8.8,1.4,0.99551,3.21,0.75,10.2,2,2,1,2,2
red,1,8.8,3.3,0.9982,3.31,0.53,10.5,2,2,1,2,2
red,1,8.8,2.2,0.9986,3.54,0.66,10.5,2,2,1,2,2
red,1,8.8,2.2,0.9986,3.54,0.66,10.5,2,2,1,2,2
red,1,8.8,2.2,0.9962,3.21,0.6,10.9,2,2,1,2,2
red,1,8.8,2.2,0.9962,3.21,0.6,10.9,2,2,1,2,2
red,1,8.8,2,0.99546,3.15,0.69,11.2,2,2,1,2,2
red,1,8.8,2.1,0.99488,3.26,0.56,11.3,2,2,1,2,2
red,1,8.8,1.7,0.99394,3.14,0.59,11.3,2,2,1,2,2
red,1,8.8,2.3,0.99543,3.39,0.72,11.8,2,2,1,2,2
red,1,8.8,2.3,0.99543,3.39,0.72,11.8,2,2,1,2,2
red,1,8.8,2.8,0.99614,3.31,0.79,11.8,2,2,1,2,2
red,1,8.8,5.9,0.99658,3.3,0.62,12.1,2,2,1,2,2
red,1,8.8,2.6,0.9947,3.32,0.79,14,2,2,1,2,2
red,1,8.9,2.3,0.9986,3.37,0.58,10.3,2,2,1,2,2
red,1,8.9,1.9,0.997,3.18,1.36,10.3,2,2,1,2,2
red,1,8.9,2,0.9957,3.17,0.55,10.4,2,2,1,2,2
red,1,8.9,2.5,0.99824,3.34,0.64,10.5,2,2,1,2,2
red,1,8.9,5.6,0.9991,3.38,0.77,10.5,2,2,1,2,2
red,1,8.9,5.6,0.9991,3.38,0.77,10.5,2,2,1,2,2
red,1,8.9,2.2,0.99692,3.33,0.83,11.1,2,2,1,2,2
red,1,8.9,2.2,0.99692,3.33,0.83,11.1,2,2,1,2,2
red,1,8.9,3.45,0.9994,3.44,0.52,11.5,2,2,1,2,2
red,1,8.9,2.6,0.99562,3.4,0.69,11.8,2,2,1,2,2
red,1,8.9,1.8,0.99552,3.41,0.76,11.9,2,2,1,2,2
red,1,8.9,1.8,0.99552,3.41,0.76,11.9,2,2,1,2,2
red,1,8.9,1.8,0.99552,3.41,0.76,11.9,2,2,1,2,2
red,1,8.9,3.6,0.99549,3.23,0.7,12,2,2,1,2,2
red,1,8.9,4,0.99586,3.21,0.59,12.1,2,2,1,2,2
red,1,8.9,4,0.99586,3.21,0.59,12.1,2,2,1,2,2
red,1,8.9,1.7,0.99354,3.25,0.55,12.3,2,2,1,2,2
red,1,8.9,1.9,0.9948,3.35,0.7,12.5,2,2,1,2,2
red,1,8.9,2.2,0.99486,3.27,0.75,12.6,2,2,1,2,2
red,1,8.9,2.6,0.995,3.32,0.9,13.4,2,2,1,2,2
red,1,9,2.4,0.99814,3.36,0.53,10,2,2,1,2,2
red,1,9,2,0.99654,3.34,0.57,10,2,2,1,2,2
red,1,9,1.7,0.99692,3.29,0.67,10,2,2,1,2,2
red,1,9,1.7,0.99692,3.29,0.67,10,2,2,1,2,2
red,1,9,3,0.9976,3.29,0.55,10.4,2,2,1,2,2
red,1,9,2.4,0.99836,3.33,0.65,10.4,2,2,1,2,2
red,1,9,1.3,0.99478,3.2,0.83,10.9,2,2,1,2,2
red,1,9,2.1,0.99568,3.31,0.62,11.3,2,2,1,2,2
red,1,9,2.4,0.99604,3.13,0.58,11.9,2,2,1,2,2
red,1,9,2.4,0.9943,3.2,0.6,12.2,2,2,1,2,2
red,1,9,2,0.99414,3.22,0.6,12.2,2,2,1,2,2
red,1,9.1,2,0.99769,3.44,0.86,10.2,2,2,1,2,2
red,1,9.1,2.1,0.999,3.41,0.87,10.3,2,2,1,2,2
red,1,9.1,2.1,0.999,3.41,0.87,10.3,2,2,1,2,2
red,1,9.1,1.9,0.9977,3.18,0.63,10.4,2,2,1,2,2
red,1,9.1,1.9,0.99774,3.32,0.71,10.5,2,2,1,2,2
red,1,9.1,1.9,0.99774,3.32,0.71,10.5,2,2,1,2,2
red,1,9.1,1.8,0.9967,3.32,1.04,10.6,2,2,1,2,2
red,1,9.1,9,0.99901,3.18,0.6,10.9,2,2,1,2,2
red,1,9.1,1.8,0.99495,3.18,0.82,11,2,2,1,2,2
red,1,9.1,1.6,0.99552,3.23,0.58,11.1,2,2,1,2,2
red,1,9.1,2.1,0.99576,3.3,0.8,11.2,2,2,1,2,2
red,1,9.1,1.8,0.99392,3.18,0.55,11.4,2,2,1,2,2
red,1,9.1,2.05,0.99516,3.26,0.84,11.7,2,2,1,2,2
red,1,9.1,2.05,0.99516,3.26,0.84,11.7,2,2,1,2,2
red,1,9.1,2,0.99516,3.26,0.84,11.7,2,2,1,2,2
red,1,9.1,2,0.99523,3.27,0.85,11.7,2,2,1,2,2
red,1,9.1,4.6,0.99652,3.28,0.57,12.5,2,2,1,2,2
red,1,9.1,1.8,0.99462,3.21,0.69,12.5,2,2,1,2,2
red,1,9.2,2.2,0.9969,2.87,1.36,10.2,2,2,1,2,2
red,1,9.2,1.6,0.99667,3.2,0.67,10.5,2,2,1,2,2
red,1,9.2,2.3,0.99699,3.24,0.56,10.9,2,2,1,2,2
red,1,9.2,2.3,0.9976,3.35,0.61,11.3,2,2,1,2,2
red,1,9.2,2.2,0.99615,3.33,0.86,12,2,2,1,2,2
red,1,9.2,2.5,0.9952,3.34,0.79,13.3,2,2,1,2,2
red,1,9.3,2.2,0.9984,3.26,0.65,10.2,2,2,1,2,2
red,1,9.3,2.6,0.9984,3.34,0.75,10.2,2,2,1,2,2
red,1,9.3,2.8,0.9984,3.31,0.67,10.6,2,2,1,2,2
red,1,9.3,2,0.9969,3.28,0.79,10.7,2,2,1,2,2
red,1,9.3,1.8,0.99704,3.27,0.77,10.8,2,2,1,2,2
red,1,9.3,1.6,0.99526,3.24,0.81,10.8,2,2,1,2,2
red,1,9.3,1.5,0.99652,3.47,0.73,10.9,2,2,1,2,2
red,1,9.3,1.5,0.99652,3.47,0.73,10.9,2,2,1,2,2
red,1,9.3,1.5,0.99652,3.47,0.73,10.9,2,2,1,2,2
red,1,9.3,1.7,0.99702,3.27,0.78,10.9,2,2,1,2,2
red,1,9.3,1.5,0.99498,3.18,0.89,11.1,2,2,1,2,2
red,1,9.3,2.1,0.9968,3.22,0.72,11.2,2,2,1,2,2
red,1,9.3,3.8,0.99577,3.23,0.57,13.2,2,2,1,2,2
red,1,9.4,2.8,0.998,3.19,0.73,10,2,2,1,2,2
red,1,9.4,2.7,0.9984,3.19,0.7,10.1,2,2,1,2,2
red,1,9.4,2.3,0.99786,3.47,0.9,10.2,2,2,1,2,2
red,1,9.4,2.5,0.99772,3.15,0.5,10.5,2,2,1,2,2
red,1,9.4,2.2,0.9966,3.07,0.63,10.5,2,2,1,2,2
red,1,9.4,3.6,0.9987,3.29,0.52,10.7,2,2,1,2,2
red,1,9.4,3.6,0.9987,3.29,0.52,10.7,2,2,1,2,2
red,1,9.4,2.8,0.9964,3.15,0.92,11.7,2,2,1,2,2
red,1,9.4,2.8,0.9976,3.12,0.54,12,2,2,1,2,2
red,1,9.4,2.4,0.9962,3.2,1.13,12,2,2,1,2,2
red,1,9.4,2.4,0.9962,3.2,1.13,12,2,2,1,2,2
red,1,9.4,4.6,0.99639,3.27,0.64,12.2,2,2,1,2,2
red,1,9.4,4.6,0.9973,3.34,0.79,12.2,2,2,1,2,2
red,1,9.5,1.9,0.99712,3.25,0.62,10,2,2,1,2,2
red,1,9.5,2.7,0.998,3.12,0.74,10,2,2,1,2,2
red,1,9.5,2.1,0.9986,3.23,0.56,10.1,2,2,1,2,2
red,1,9.5,1.9,0.9988,3.26,0.56,10.6,2,2,1,2,2
red,1,9.5,8.9,0.99859,3.29,0.81,10.9,2,2,1,2,2
red,1,9.5,6.3,0.9988,3.21,0.73,11,2,2,1,2,2
red,1,9.5,2,0.99613,3.29,0.58,11.1,2,2,1,2,2
red,1,9.5,2.4,0.9972,3.28,0.73,11.8,2,2,1,2,2
red,1,9.6,2.5,0.9982,3.19,0.7,10,2,2,1,2,2
red,1,9.6,2.8,0.9979,3.11,0.92,10,2,2,1,2,2
red,1,9.6,3.4,0.9996,3.3,0.65,10.1,2,2,1,2,2
red,1,9.6,2.2,0.9988,3.14,0.6,10.2,2,2,1,2,2
red,1,9.6,2.2,0.9988,3.14,0.6,10.2,2,2,1,2,2
red,1,9.6,1.4,0.99695,3.22,0.82,10.3,2,2,1,2,2
red,1,9.6,2.9,0.99865,3.3,0.64,10.4,2,2,1,2,2
red,1,9.6,2.9,0.99865,3.3,0.64,10.4,2,2,1,2,2
red,1,9.6,2.3,0.99786,3.24,0.56,10.5,2,2,1,2,2
red,1,9.6,1.9,0.99659,3.15,0.75,10.5,2,2,1,2,2
red,1,9.6,2.8,0.99722,3.18,0.68,10.9,2,2,1,2,2
red,1,9.6,2.1,0.99622,3.23,0.66,11.1,2,2,1,2,2
red,1,9.6,2.4,0.997,3.2,0.71,11.4,2,2,1,2,2
red,1,9.6,2.2,0.99509,3.36,0.76,12.4,2,2,1,2,2
red,1,9.7,1.6,0.9983,3.27,0.66,10,2,2,1,2,2
red,1,9.7,2.5,0.9979,3.29,0.62,10.1,2,2,1,2,2
red,1,9.7,2.5,0.9979,3.29,0.62,10.1,2,2,1,2,2
red,1,9.7,2.6,0.99796,3.26,0.66,10.1,2,2,1,2,2
red,1,9.7,1.5,0.99556,3.14,0.51,10.9,2,2,1,2,2
red,1,9.7,2.1,0.99649,3.27,0.74,12.3,2,2,1,2,2
red,1,9.7,2,0.99585,3.3,0.86,12.4,2,2,1,2,2
red,1,9.8,2.7,0.9982,3.42,0.9,10,2,2,1,2,2
red,1,9.8,3.2,0.9984,3.23,0.58,10.5,2,2,1,2,2
red,1,9.8,2.6,0.999,3.31,0.79,10.7,2,2,1,2,2
red,1,9.8,2.5,0.9981,3.24,0.65,10.8,2,2,1,2,2
red,1,9.8,2.5,1.001,3.41,0.67,11.2,2,2,1,2,2
red,1,9.8,1.4,0.9947,3.19,0.55,11.4,2,2,1,2,2
red,1,9.8,1.7,0.9948,3.14,0.57,11.5,2,2,1,2,2
red,1,9.8,3.2,0.9989,3.37,0.71,11.5,2,2,1,2,2
red,1,9.8,3.2,0.9989,3.37,0.71,11.5,2,2,1,2,2
red,1,9.9,2.3,0.9978,3.34,0.52,10,2,2,1,2,2
red,1,9.9,1.7,0.99752,3.35,0.94,10,2,2,1,2,2
red,1,9.9,2,0.9963,3.04,0.9,10.1,2,2,1,2,2
red,1,9.9,2,0.99709,2.94,0.98,10.2,2,2,1,2,2
red,1,9.9,2.1,0.9971,3.26,0.79,10.6,2,2,1,2,2
red,1,9.9,1.5,0.99676,3.26,0.82,10.6,2,2,1,2,2
red,1,9.9,1.7,0.9959,3.18,0.83,10.6,2,2,1,2,2
red,1,9.9,2,0.99534,3.15,0.73,11.4,2,2,1,2,2
red,1,9.9,2.4,0.9971,3.19,0.76,11.6,2,2,1,2,2
red,1,9.9,6.7,0.9986,3.27,0.82,11.7,2,2,1,2,2
red,1,9.9,2.2,0.99638,3.18,0.69,11.9,2,2,1,2,2
red,1,9.9,5,0.99484,3.19,0.52,12.5,2,2,1,2,2
red,1,10,6.2,0.99702,3.21,0.49,11.8,1,2,2,1,2
red,1,10.2,1.8,0.9982,3.17,0.42,10,1,2,2,1,2
red,1,10.2,1.9,0.9976,3.17,0.47,10,1,2,2,1,2
red,1,10.2,1.9,0.9976,3.17,0.47,10,1,2,2,1,2
red,1,10.2,1.9,0.99628,3.1,0.48,10.4,1,2,2,1,2
red,1,10,2.7,1,3.28,0.56,10,2,2,2,2,2
red,1,10,2.7,0.9984,3.22,0.68,10,2,2,2,2,2
red,1,10,2.2,0.9991,3.18,0.56,10.1,2,2,2,2,2
red,1,10,2.2,0.9991,3.18,0.56,10.1,2,2,2,2,2
red,1,10,2.2,0.9994,3.18,0.63,10.2,2,2,2,2,2
red,1,10,2.2,0.9994,3.18,0.63,10.2,2,2,2,2,2
red,1,10,2.6,0.99965,3.36,0.8,10.5,2,2,2,2,2
red,1,10,2.3,0.9966,3.15,0.57,11,2,2,2,2,2
red,1,10,2.7,0.9963,3.23,0.63,11.6,2,2,2,2,2
red,1,10,1.9,0.99451,2.98,0.63,11.8,2,2,2,2,2
red,1,10,3.4,0.9979,3.26,0.93,11.8,2,2,2,2,2
red,1,10,2,0.99585,3.23,0.52,12,2,2,2,2,2
red,1,10,2.9,0.99674,3.33,0.62,12.2,2,2,2,2,2
red,1,10.1,2.6,0.99834,3.22,0.64,10,2,2,2,2,2
red,1,10.1,1.8,0.9974,3.04,0.79,10.2,2,2,2,2,2
red,1,10.1,5.1,1.0026,3.32,0.64,10.4,2,2,2,2,2
red,1,10.1,2.4,0.99683,3.17,0.65,10.6,2,2,2,2,2
red,1,10.1,1.6,0.99672,3.24,0.83,11.2,2,2,2,2,2
red,1,10.1,3.4,1.001,3.43,0.64,11.3,2,2,2,2,2
red,1,10.1,2.4,0.99643,3.22,0.65,11.6,2,2,2,2,2
red,1,10.1,2.3,0.99531,3.17,0.53,12.5,2,2,2,2,2
red,1,10.2,2.4,0.9978,3.14,0.61,10.4,2,2,2,2,2
red,1,10.2,2.6,0.9976,3.05,0.74,10.5,2,2,2,2,2
red,1,10.2,2.5,0.99754,3.38,0.86,10.5,2,2,2,2,2
red,1,10.2,2.2,0.99728,3.16,0.67,10.8,2,2,2,2,2
red,1,10.2,2,0.99566,3.14,0.79,11.1,2,2,2,2,2
red,1,10.2,2.4,0.99565,3.22,0.63,11.8,2,2,2,2,2
red,1,10.2,4.1,0.99745,3.29,0.99,12,2,2,2,2,2
red,1,10.2,2.1,0.99458,3.2,0.69,12.1,2,2,2,2,2
red,1,10.2,2.9,0.998,3.23,0.66,12.5,2,2,2,2,2
red,1,10.2,2.9,0.998,3.23,0.66,12.5,2,2,2,2,2
red,1,10.2,2.9,0.9968,3.16,0.78,12.5,2,2,2,2,2
red,1,10.3,2,0.9982,3.16,0.72,11.5,2,2,2,2,2
red,1,10.3,4.5,0.998,3.28,0.83,11.5,2,2,2,2,2
red,1,10.3,1.4,0.99471,3.16,0.51,11.8,2,2,2,2,2
red,1,10.3,6.4,0.9976,3.23,0.82,12.6,2,2,2,2,2
red,1,10.3,2.1,0.9956,3.22,0.66,12.8,2,2,2,2,2
red,1,10.4,2.7,0.9994,3.22,0.64,10.3,2,2,2,2,2
red,1,10.4,1.8,0.9976,3.25,1.02,10.8,2,2,2,2,2
red,1,10.4,1.9,0.99724,3.33,0.87,10.9,2,2,2,2,2
red,1,10.4,1.9,0.99724,3.33,0.87,10.9,2,2,2,2,2
red,1,10.4,1.8,0.9977,3.18,1.06,11,2,2,2,2,2
red,1,10.4,2.8,0.9998,3.26,0.74,11.2,2,2,2,2,2
red,1,10.4,2.8,0.9998,3.26,0.74,11.2,2,2,2,2,2
red,1,10.4,3.7,0.997,3.19,0.7,11.3,2,2,2,2,2
red,1,10.4,2,0.99774,3.22,0.76,11.4,2,2,2,2,2
red,1,10.4,2,0.99774,3.22,0.76,11.4,2,2,2,2,2
red,1,10.4,2.3,0.996,3.1,0.87,11.4,2,2,2,2,2
red,1,10.4,2.1,0.99664,3.12,0.65,11.8,2,2,2,2,2
red,1,10.4,6.55,0.999,3.17,0.85,12,2,2,2,2,2
red,1,10.4,6.55,0.999,3.17,0.85,12,2,2,2,2,2
red,1,10.5,3.3,0.99798,3.21,0.69,10.5,2,2,2,2,2
red,1,10.5,1.8,0.9976,3.21,1.05,10.8,2,2,2,2,2
red,1,10.5,1.9,0.9976,3.18,1.04,10.9,2,2,2,2,2
red,1,10.5,2.1,0.9978,3.15,0.9,11,2,2,2,2,2
red,1,10.5,2.1,0.9978,3.15,0.9,11,2,2,2,2,2
red,1,10.5,2.2,0.99598,3.06,0.84,11.4,2,2,2,2,2
red,1,10.5,2.95,0.997,3.24,0.75,11.7,2,2,2,2,2
red,1,10.5,2.4,0.9973,3.09,0.66,11.8,2,2,2,2,2
red,1,10.5,2.4,0.9973,3.09,0.66,11.8,2,2,2,2,2
red,1,10.5,2.2,0.99638,3.23,0.76,12,2,2,2,2,2
red,1,10.6,3.2,0.9992,3.19,0.7,10,2,2,2,2,2
red,1,10.6,2.9,0.9984,3.08,0.57,10.1,2,2,2,2,2
red,1,10.6,2.8,0.9985,3.06,0.57,10.1,2,2,2,2,2
red,1,10.6,2.5,0.9987,3.26,0.86,10.7,2,2,2,2,2
red,1,10.6,2.6,0.99708,3.23,0.72,10.9,2,2,2,2,2
red,1,10.6,2.3,0.99676,3.14,0.72,11.1,2,2,2,2,2
red,1,10.6,2.7,0.9972,3.21,0.87,11.3,2,2,2,2,2
red,1,10.6,2.2,0.997,3.26,0.66,11.7,2,2,2,2,2
red,1,10.6,4.1,0.997,3.06,0.66,13.4,2,2,2,2,2
red,1,10.7,2.6,0.9972,3.15,0.65,11,2,2,2,2,2
red,1,10.7,2.6,0.9972,3.15,0.65,11,2,2,2,2,2
red,1,10.7,1.9,0.99674,3.12,0.65,11.2,2,2,2,2,2
red,1,10.7,2.6,0.99577,3.15,0.79,12.1,2,2,2,2,2
red,1,10.8,1.6,0.9985,3.22,0.78,10,2,2,2,2,2
red,1,10.8,2.6,0.99786,2.99,1.18,10.2,2,2,2,2,2
red,1,10.8,2.5,0.99818,3.24,0.71,10.8,2,2,2,2,2
red,1,10.8,2.5,0.99818,3.24,0.71,10.8,2,2,2,2,2
red,1,10.8,2.1,0.9982,3.17,0.76,10.8,2,2,2,2,2
red,1,10.8,1.6,0.99545,3.28,0.73,11.9,2,2,2,2,2
red,1,10.9,4,0.99935,3.22,0.78,10.1,2,2,2,2,2
red,1,10.9,1.8,0.99734,3.28,0.77,11.5,2,2,2,2,2
red,1,10.9,1.8,0.99734,3.28,0.77,11.5,2,2,2,2,2
red,1,10.9,4.6,1.0002,3.07,0.56,11.7,2,2,2,2,2
