wine_type,winetype_numeric,fixed acidity,residual sugar,density,alcohol,alcohol 1=low 2=high,fixed acidity 1=low 2=high,quality
white,2,5.6,10.7,0.99464,10.4,2,1,2
white,2,5.6,1.1,0.99154,10.6,2,1,2
white,2,5.6,5.55,0.99336,11,2,1,2
white,2,5.6,6.3,0.9922,11.6,2,1,2
white,2,5.6,1.25,0.98984,12,2,1,2
white,2,5.6,4.5,0.9907,13.7,2,1,2
white,2,5.7,6.7,0.9941,10,2,1,2
white,2,5.7,7.95,0.99486,10.3,2,1,2
white,2,5.7,12.2,0.99524,10.4,2,1,2
white,2,5.7,1.5,0.99142,11,2,1,2
white,2,5.7,1.9,0.99138,11.2,2,1,2
white,2,5.7,1.1,0.9902,11.4,2,1,2
white,2,5.7,1.6,0.99044,11.9,2,1,2
white,2,5.7,1.4,0.9897,12.3,2,1,2
white,2,5.7,2.2,0.9893,12.3,2,1,2
white,2,5.7,5.1,0.99052,12.4,2,1,2
white,2,5.8,6.6,0.9941,10,2,1,2
white,2,5.8,1.2,0.99137,10.2,2,1,2
white,2,5.8,1.3,0.99202,10.4,2,1,2
white,2,5.8,9.1,0.9965,10.8,2,1,2
white,2,5.8,4.5,0.99324,10.8,2,1,2
white,2,5.8,1.5,0.99138,11,2,1,2
white,2,5.8,1.8,0.99035,11.8,2,1,2
white,2,5.8,1.4,0.99043,12.3,2,1,2
white,2,5.8,4.3,0.98946,13,2,1,2
white,2,5.8,4.9,0.98963,13.1,2,1,2
white,2,5.8,2.6,0.98936,13.9,2,1,2
white,2,5.8,2.6,0.9894,14,2,1,2
white,2,5.9,5.7,0.9934,10.2,2,1,2
white,2,5.9,1.3,0.9945,10.4,2,1,2
white,2,5.9,1.4,0.9922,10.5,2,1,2
white,2,5.9,8.6,0.99432,10.6,2,1,2
white,2,5.9,9,0.9941,10.7,2,1,2
white,2,5.9,4.5,0.9934,10.8,2,1,2
white,2,5.9,4.2,0.99214,10.8,2,1,2
white,2,5.9,2,0.99225,10.9,2,1,2
white,2,5.9,2.4,0.99234,11.3,2,1,2
white,2,5.9,2,0.99034,11.4,2,1,2
white,2,5.9,1.5,0.98986,12,2,1,2
white,2,5.9,1.6,0.98916,12.7,2,1,2
white,2,5.9,1.3,0.98889,12.9,2,1,2
white,2,5.9,2.4,0.9894,13.9,2,1,2
white,2,6,1.9,0.9938,10,2,1,2
white,2,6,5,0.99261,10,2,1,2
white,2,6,5.9,0.9944,10,2,1,2
white,2,6,1.5,0.99455,10.4,2,1,2
white,2,6,1.3,0.9924,10.4,2,1,2
white,2,6,1.3,0.9924,10.4,2,1,2
white,2,6,1.9,0.9933,10.6,2,1,2
white,2,6,6.1,0.99462,10.7,2,1,2
white,2,6,2.7,0.99325,10.8,2,1,2
white,2,6,1.7,0.99144,10.8,2,1,2
white,2,6,10.8,0.9937,10.96666667,2,1,2
white,2,6,1.8,0.9919,11,2,1,2
white,2,6,1.4,0.99085,11.1,2,1,2
white,2,6,3.95,0.99146,11.3,2,1,2
white,2,6,1.6,0.98974,11.5,2,1,2
white,2,6,1.3,0.99018,11.73333333,2,1,2
white,2,6,1.3,0.99018,11.75,2,1,2
white,2,6,3.5,0.9912,12.3,2,1,2
white,2,6,1.3,0.98865,12.7,2,1,2
white,2,6,4.8,0.98968,13.1,2,1,2
white,2,6.1,10.7,0.99521,10.2,2,1,2
white,2,6.1,1.5,0.992,10.4,2,1,2
white,2,6.1,2.9,0.99314,10.5,2,1,2
white,2,6.1,6.2,0.99281,11,2,1,2
white,2,6.1,2.8,0.9908,11.4,2,1,2
white,2,6.1,4.7,0.991,12.6,2,1,2
white,2,6.2,1.5,0.99228,10,2,1,2
white,2,6.2,1.7,0.9933,10.5,2,1,2
white,2,6.2,5.6,0.99313,10.53333333,2,1,2
white,2,6.2,1.1,0.99158,11,2,1,2
white,2,6.2,6.3,0.99282,11,2,1,2
white,2,6.2,1.7,0.9924,11,2,1,2
white,2,6.2,1,0.99032,11.3,2,1,2
white,2,6.2,1.2,0.99036,11.3,2,1,2
white,2,6.2,1,0.98988,11.4,2,1,2
white,2,6.2,1.6,0.99176,11.4,2,1,2
white,2,6.2,2.5,0.99132,11.6,2,1,2
white,2,6.2,1.7,0.99,12.1,2,1,2
white,2,6.2,1.2,0.98999,12.6,2,1,2
white,2,6.2,4.3,0.989,13.1,2,1,2
white,2,6.2,4,0.98936,13.3,2,1,2
white,2,6.3,5.6,0.99383,10,2,1,2
white,2,6.3,6.2,0.9952,10.1,2,1,2
white,2,6.3,1.8,0.9924,10.3,2,1,2
white,2,6.3,0.9,0.9926,10.5,2,1,2
white,2,6.3,3.75,0.9927,10.7,2,1,2
white,2,6.3,4.7,0.99278,10.7,2,1,2
white,2,6.3,1.2,0.99074,11,2,1,2
white,2,6.3,1.1,0.99066,11.2,2,1,2
white,2,6.3,1.1,0.99066,11.2,2,1,2
white,2,6.3,1.5,0.9917,11.4,2,1,2
white,2,6.3,1.5,0.9917,11.4,2,1,2
white,2,6.3,1.2,0.98961,11.6,2,1,2
white,2,6.3,10,0.9962,11.9,2,1,2
white,2,6.3,4.7,0.99036,12.7,2,1,2
white,2,6.4,4.9,0.99445,10,2,1,2
white,2,6.4,7.5,0.9948,10.1,2,1,2
white,2,6.4,7.5,0.9948,10.1,2,1,2
white,2,6.4,14.9,0.9968,10.2,2,1,2
white,2,6.4,1.3,0.9933,10.2,2,1,2
white,2,6.4,12.9,0.99546,10.2,2,1,2
white,2,6.4,1.6,0.9929,10.5,2,1,2
white,2,6.4,14.7,0.998275,10.5,2,1,2
white,2,6.4,5.8,0.9942,10.5,2,1,2
white,2,6.4,1.1,0.99142,10.7,2,1,2
white,2,6.4,7.2,0.993,10.9,2,1,2
white,2,6.4,9.3,0.99433,10.98,2,1,2
white,2,6.4,7.4,0.99404,11,2,1,2
white,2,6.4,3.9,0.99237,11.1,2,1,2
white,2,6.4,0.9,0.99175,11.2,2,1,2
white,2,6.4,4.9,0.99316,11.2,2,1,2
white,2,6.4,1.2,0.9907,11.2,2,1,2
white,2,6.4,1.2,0.99058,11.3,2,1,2
white,2,6.4,1.2,0.99058,11.3,2,1,2
white,2,6.4,1.4,0.99014,11.7,2,1,2
white,2,6.4,1.1,0.98986,11.7,2,1,2
white,2,6.4,5.8,0.99189,11.9,2,1,2
white,2,6.4,4.9,0.99024,12.8,2,1,2
white,2,6.4,9.6,0.9924,13.1,2,1,2
white,2,6.5,3.4,0.9937,10,2,1,2
white,2,6.5,1.4,0.9926,10.1,2,1,2
white,2,6.5,8.2,0.99453,10.1,2,1,2
white,2,6.5,1.7,0.9928,10.2,2,1,2
white,2,6.5,12.6,0.99688,10.3,2,1,2
white,2,6.5,1.4,0.9922,10.8,2,1,2
white,2,6.5,1.4,0.9916,10.8,2,1,2
white,2,6.5,13.55,0.99544,11,2,1,2
white,2,6.5,2.1,0.99054,11.3,2,1,2
white,2,6.5,2.6,0.9914,11.33333333,2,1,2
white,2,6.5,2.6,0.9914,11.33333333,2,1,2
white,2,6.5,9.15,0.99339,11.35,2,1,2
white,2,6.5,1.7,0.99053,11.4,2,1,2
white,2,6.5,1.6,0.9912,11.5,2,1,2
white,2,6.5,1.4,0.99114,11.5,2,1,2
white,2,6.5,2.7,0.9924,11.5,2,1,2
white,2,6.5,1.9,0.991,12,2,1,2
white,2,6.5,1.9,0.991,12,2,1,2
white,2,6.5,0.8,0.98942,12.1,2,1,2
white,2,6.5,5.2,0.99067,12.3,2,1,2
white,2,6.5,1.3,0.98944,12.4,2,1,2
white,2,6.5,3.2,0.9908,12.4,2,1,2
white,2,6.5,2.3,0.98964,12.8,2,1,2
white,2,6.5,4.1,0.9902,13,2,1,2
white,2,6.5,2.2,0.98894,13.5,2,1,2
white,2,6.6,0.8,0.9934,10,2,1,2
white,2,6.6,1.3,0.9934,10,2,1,2
white,2,6.6,9.9,0.995,10.1,2,1,2
white,2,6.6,1.7,0.9942,10.1,2,1,2
white,2,6.6,0.9,0.9926,10.2,2,1,2
white,2,6.6,1.5,0.9934,10.2,2,1,2
white,2,6.6,16.3,0.9986,10.4,2,1,2
white,2,6.6,1.6,0.99304,10.4,2,1,2
white,2,6.6,1.5,0.99295,10.5,2,1,2
white,2,6.6,3.3,0.993,10.8,2,1,2
white,2,6.6,3.9,0.9922,11.3,2,1,2
white,2,6.6,2.6,0.99146,11.3,2,1,2
white,2,6.6,1.9,0.99056,11.4,2,1,2
white,2,6.6,1.5,0.9914,11.4,2,1,2
white,2,6.6,1.2,0.99094,11.4,2,1,2
white,2,6.6,1.1,0.98939,11.9,2,1,2
white,2,6.6,1.3,0.99044,12.25,2,1,2
white,2,6.6,4.8,0.99198,12.6,2,1,2
white,2,6.6,12.75,0.99386,12.9,2,1,2
white,2,6.6,11.3,0.99302,12.9,2,1,2
white,2,6.6,4,0.99018,13,2,1,2
white,2,6.7,6.4,0.9956,10,2,1,2
white,2,6.7,2.3,0.99229,10.1,2,1,2
white,2,6.7,1.8,0.9944,10.2,2,1,2
white,2,6.7,11.2,0.99758,10.4,2,1,2
white,2,6.7,4.7,0.9946,10.5,2,1,2
white,2,6.7,4.3,0.99176,10.7,2,1,2
white,2,6.7,8.9,0.99455,11,2,1,2
white,2,6.7,8.9,0.99455,11,2,1,2
white,2,6.7,2.8,0.99159,11.3,2,1,2
white,2,6.7,2.8,0.99159,11.3,2,1,2
white,2,6.7,9.9,0.9953,11.4,2,1,2
white,2,6.7,1.2,0.99058,11.4,2,1,2
white,2,6.7,4.9,0.9926,12,2,1,2
white,2,6.7,2,0.99064,12.5,2,1,2
white,2,6.7,1.9,0.99,12.6,2,1,2
white,2,6.7,1.4,0.9889,12.7,2,1,2
white,2,6.7,4,0.99016,13,2,1,2
white,2,6.7,2.1,0.9904,13,2,1,2
white,2,6.7,4.3,0.99014,13.4,2,1,2
white,2,6.8,5.1,0.9942,10.1,2,1,2
white,2,6.8,7,0.9973,10.2,2,1,2
white,2,6.8,6.4,0.99358,10.2,2,1,2
white,2,6.8,8.1,0.9956,10.2,2,1,2
white,2,6.8,1,0.99289,10.2,2,1,2
white,2,6.8,3.2,0.99324,10.2,2,1,2
white,2,6.8,12.9,0.99742,10.2,2,1,2
white,2,6.8,12.9,0.99742,10.2,2,1,2
white,2,6.8,1.5,0.99244,10.3,2,1,2
white,2,6.8,8.6,0.99452,10.5,2,1,2
white,2,6.8,9.85,0.99532,10.5,2,1,2
white,2,6.8,2.4,0.9953,10.5,2,1,2
white,2,6.8,6.95,0.9946,10.6,2,1,2
white,2,6.8,4.8,0.99437,10.6,2,1,2
white,2,6.8,5.5,0.9938,10.7,2,1,2
white,2,6.8,4.7,0.994,10.7,2,1,2
white,2,6.8,7,0.9939,10.8,2,1,2
white,2,6.8,6.2,0.9935,10.8,2,1,2
white,2,6.8,1.8,0.99226,10.8,2,1,2
white,2,6.8,5.9,0.9938,10.8,2,1,2
white,2,6.8,1.6,0.99402,10.8,2,1,2
white,2,6.8,1.6,0.99175,10.9,2,1,2
white,2,6.8,2.9,0.9913,10.9,2,1,2
white,2,6.8,5.4,0.99287,11,2,1,2
white,2,6.8,5.4,0.99287,11,2,1,2
white,2,6.8,1.5,0.99111,11.1,2,1,2
white,2,6.8,1.4,0.99121,11.3,2,1,2
white,2,6.8,5.2,0.99252,11.6,2,1,2
white,2,6.8,6.3,0.99214,12,2,1,2
white,2,6.8,2.8,0.9912,12,2,1,2
white,2,6.8,2.8,0.9928,12,2,1,2
white,2,6.8,7.6,0.99164,12.5,2,1,2
white,2,6.8,1.9,0.98993,12.6,2,1,2
white,2,6.8,8,0.99164,12.6,2,1,2
white,2,6.8,8,0.99164,12.6,2,1,2
white,2,6.8,6.3,0.9918,12.6,2,1,2
white,2,6.8,3.4,0.9902,12.7,2,1,2
white,2,6.8,3.8,0.9906,12.7,2,1,2
white,2,6.8,3.95,0.98988,13.4,2,1,2
white,2,6.9,1.3,0.9927,10.3,2,1,2
white,2,6.9,1.4,0.9938,10.3,2,1,2
white,2,6.9,12.2,0.99522,10.4,2,1,2
white,2,6.9,12.2,0.99552,10.4,2,1,2
white,2,6.9,1,0.9926,10.5,2,1,2
white,2,6.9,8.3,0.9954,10.5,2,1,2
white,2,6.9,7.2,0.9946,10.6,2,1,2
white,2,6.9,8.3,0.99506,10.6,2,1,2
white,2,6.9,4.8,0.9936,10.7,2,1,2
white,2,6.9,5.2,0.9948,10.7,2,1,2
white,2,6.9,8,0.99368,11,2,1,2
white,2,6.9,9.1,0.9948,11.1,2,1,2
white,2,6.9,9.1,0.9948,11.1,2,1,2
white,2,6.9,7.4,0.9963,11.1,2,1,2
white,2,6.9,1,0.99043,11.4,2,1,2
white,2,6.9,7.1,0.99246,11.4,2,1,2
white,2,6.9,4.3,0.993,11.6,2,1,2
white,2,6.9,2.2,0.9919,11.9,2,1,2
white,2,6.9,1.8,0.98952,12,2,1,2
white,2,6.9,4.1,0.9925,12.3,2,1,2
white,2,7,1.5,0.99344,10.1,2,1,2
white,2,7,3.9,0.9961,10.3,2,1,2
white,2,7,8,0.99596,10.4,2,1,2
white,2,7,1.5,0.9927,10.5,2,1,2
white,2,7,8.5,0.9953,10.5,2,1,2
white,2,7,11,0.99508,10.5,2,1,2
white,2,7,1.6,0.99184,10.7,2,1,2
white,2,7,12.85,0.99581,10.7,2,1,2
white,2,7,6.1,0.9939,10.8,2,1,2
white,2,7,2,0.9918,11,2,1,2
white,2,7,2.5,0.99146,11.1,2,1,2
white,2,7,10.6,0.99355,11.5,2,1,2
white,2,7,1.3,0.9912,12,2,1,2
white,2,7,1.5,0.9918,12.2,2,1,2
white,2,7,6.1,0.99118,12.5,2,1,2
white,2,7,7.75,0.99158,12.8,2,1,2
white,2,7.1,6.8,0.9972,10.2,2,1,2
white,2,7.1,2.7,0.99405,10.2,2,1,2
white,2,7.1,7.4,0.99587,10.4,2,1,2
white,2,7.1,2.2,0.9937,10.9,2,1,2
white,2,7.1,2.2,0.99177,11.4,2,1,2
white,2,7.1,1.5,0.99069,11.4,2,1,2
white,2,7.1,1.8,0.9925,11.7,2,1,2
white,2,7.1,1.4,0.9918,12,2,1,2
white,2,7.2,1.1,0.99218,10,2,1,2
white,2,7.2,1.4,0.9939,10.2,2,1,2
white,2,7.2,5.5,0.99474,10.3,2,1,2
white,2,7.2,5.6,0.99334,10.3,2,1,2
white,2,7.2,1.2,0.9918,10.5,2,1,2
white,2,7.2,8.7,0.99576,10.6,2,1,2
white,2,7.2,2.2,0.992,11,2,1,2
white,2,7.2,1.4,0.99196,11.2,2,1,2
white,2,7.2,3.8,0.9932,11.2,2,1,2
white,2,7.2,7.2,0.9935,11.3,2,1,2
white,2,7.2,6.3,0.99305,11.4,2,1,2
white,2,7.2,1.6,0.99203,11.5,2,1,2
white,2,7.2,4.2,0.991,12.3,2,1,2
white,2,7.2,5.7,0.9914,12.5,2,1,2
white,2,7.2,2,0.9903,12.6,2,1,2
white,2,7.2,2,0.9903,12.6,2,1,2
white,2,7.2,5.4,0.99174,12.7,2,1,2
white,2,7.2,1.4,0.9902,12.8,2,1,2
white,2,7.3,14.8,0.99751,10.2,2,1,2
white,2,7.3,1.3,0.99222,10.7,2,1,2
white,2,7.3,5,0.9936,10.8,2,1,2
white,2,7.3,2.6,0.99138,11.3,2,1,2
white,2,7.3,1.6,0.9918,11.4,2,1,2
white,2,7.3,2,0.99,12.2,2,1,2
white,2,7.3,6.5,0.99148,12.6,2,1,2
white,2,7.4,4.7,0.995,10.3,2,1,2
white,2,7.4,1.7,0.992,10.4,2,1,2
white,2,7.4,1.4,0.9928,10.4,2,1,2
white,2,7.4,1.2,0.99198,10.5,2,1,2
white,2,7.4,1.4,0.9938,10.6,2,1,2
white,2,7.4,1.3,0.994,10.6,2,1,2
white,2,7.4,6.1,0.99244,10.9,2,1,2
white,2,7.4,2.6,0.99138,11.2,2,1,2
white,2,7.4,1.1,0.9917,11.3,2,1,2
white,2,7.4,6,0.9928,11.5,2,1,2
white,2,7.4,5.5,0.9935,11.5,2,1,2
white,2,7.4,15.1,0.9953,12,2,1,2
white,2,7.5,4.8,0.99393,10.2,2,1,2
white,2,7.5,17.7,0.999,10.2,2,1,2
white,2,7.5,1.7,0.99312,10.4,2,1,2
white,2,7.5,1.2,0.99192,10.5,2,1,2
white,2,7.5,1.5,0.9936,10.7,2,1,2
white,2,7.5,6.7,0.9939,11.4,2,1,2
white,2,7.5,2.6,0.99097,12.7,2,1,2
white,2,7.5,4,0.98958,13.2,2,1,2
white,2,7.6,1.3,0.9932,10,2,1,2
white,2,7.6,1.9,0.9937,10.1,2,1,2
white,2,7.6,13.1,0.99726,10.4,2,1,2
white,2,7.6,1.8,0.99335,11.1,2,1,2
white,2,7.6,1.6,0.993,11.3,2,1,2
white,2,7.6,1.9,0.99237,11.3,2,1,2
white,2,7.6,3.6,0.99144,12.5,2,1,2
white,2,7.6,3.95,0.9912,12.8,2,1,2
white,2,7.6,1.5,0.9914,12.8,2,1,2
white,2,7.7,7.8,0.99555,10.1,2,1,2
white,2,7.7,1.3,0.9937,10.1,2,1,2
white,2,7.7,5.9,0.99578,10.2,2,1,2
white,2,7.7,4.8,0.99572,10.3,2,1,2
white,2,7.7,2.4,0.99312,10.6,2,1,2
white,2,7.7,1,0.992,10.7,2,1,2
white,2,7.7,6.7,0.9951,10.7,2,1,2
white,2,7.7,1.8,0.9928,10.8,2,1,2
white,2,7.7,8.1,0.9966,11,2,1,2
white,2,7.7,4.9,0.9918,12.2,2,1,2
white,2,7.7,2.3,0.9911,12.8,2,1,2
white,2,7.8,7.5,0.996,10,2,1,2
white,2,7.8,1.9,0.9928,10.9,2,1,2
white,2,7.8,7.8,0.9966,11.3,2,1,2
white,2,7.8,65.8,1.03898,11.7,2,1,2
white,2,7.8,1.8,0.991,12.8,2,1,2
white,2,7.9,3,0.995,10,2,1,2
white,2,7.9,15.6,0.99785,10.5,2,1,2
white,2,7.9,1.2,0.992,10.8,2,1,2
white,2,7.9,2,0.99176,10.9,2,1,2
white,2,7.9,2,0.99176,10.9,2,1,2
white,2,7.9,1.7,0.99088,11.9,2,1,2
white,2,7.9,2.7,0.9916,12,2,1,2
white,2,7.9,4.5,0.992,12.4,2,1,2
white,2,8,1.5,0.9948,10,2,1,2
white,2,8,1.3,0.9912,12.1,2,1,2
white,2,8,4.7,0.99186,12.1,2,1,2
white,2,8,4.6,0.99184,12.2,2,1,2
white,2,8.1,7.7,0.9954,10,2,1,2
white,2,8.1,1.3,0.99242,10.3,2,1,2
white,2,8.1,2,0.9921,11.2,2,1,2
white,2,8.2,2.3,0.99397,10,2,1,2
white,2,8.2,1.8,0.9933,10.2,2,1,2
white,2,8.2,1.1,0.9923,10.4,2,1,2
white,2,8.2,7,0.99628,10.6,2,1,2
white,2,8.2,8,0.996,10.7,2,1,2
white,2,8.3,2.4,0.9955,10.3,2,1,2
white,2,8.3,1.1,0.99109,11,2,1,2
white,2,8.3,1.6,0.9907,12.9,2,1,2
white,2,8.4,10.7,0.9981,10.4,2,1,2
white,2,8.4,1.3,0.99178,10.8,2,1,2
white,2,8.4,1.6,0.994,11.1,2,1,2
white,2,8.5,10.4,0.9974,10,2,1,2
white,2,8.5,1.1,0.99184,10.5,2,1,2
white,2,8.6,11.8,0.99882,10,2,1,2
white,2,8.7,1.7,0.99373,10.8,2,1,2
white,2,8.7,5.6,0.99328,11,2,1,2
white,2,9,1,0.993,10.5,2,1,2
white,2,9,6.7,0.99497,10.6,2,1,2
white,2,9,2.1,0.99001,12.9,2,1,2
white,2,9.2,2,0.99514,10.2,2,1,2
white,2,9.4,1.6,0.9949,10.3,2,1,2
white,2,9.5,2.3,0.9951,11,2,1,2
white,2,9.6,2,0.99188,12.6,2,1,2
white,2,5.2,7.1,0.99378,9.9,1,1,1
white,2,5.3,1.1,0.9925,9.1,1,1,1
white,2,5.3,2.7,0.9932,9.2,1,1,1
white,2,5.4,7.1,0.99438,9.5,1,1,1
white,2,5.5,1,0.99164,9.8,1,1,1
white,2,5.6,7.1,0.99438,9.5,1,1,1
white,2,5.6,0.8,0.99112,9.9,1,1,1
white,2,5.7,16.65,0.99855,9,1,1,1
white,2,5.7,16.65,0.99855,9,1,1,1
white,2,5.7,4.1,0.9942,9.4,1,1,1
white,2,5.7,17.5,0.9989,9.4,1,1,1
white,2,5.7,12.5,0.99691,9.4,1,1,1
white,2,5.7,1.3,0.9928,9.5,1,1,1
white,2,5.8,16.05,0.9976,8.9,1,1,1
white,2,5.8,4.5,0.9943,9.1,1,1,1
white,2,5.8,10.8,0.99646,9.2,1,1,1
white,2,5.8,13.1,0.9972,9.3,1,1,1
white,2,5.8,12.3,0.9972,9.3,1,1,1
white,2,5.8,5.1,0.99478,9.3,1,1,1
white,2,5.8,13.3,0.9972,9.5,1,1,1
white,2,5.8,1,0.99212,9.7,1,1,1
white,2,5.8,6.3,0.99382,9.7,1,1,1
white,2,5.9,12,0.9981,9,1,1,1
white,2,5.9,0.8,0.9932,9.3,1,1,1
white,2,5.9,7.9,0.99512,9.4,1,1,1
white,2,5.9,1,0.9928,9.4,1,1,1
white,2,5.9,12.5,0.9972,9.5,1,1,1
white,2,5.9,8.6,0.99542,9.5,1,1,1
white,2,5.9,7.7,0.995,9.6,1,1,1
white,2,5.9,1.4,0.99358,9.6,1,1,1
white,2,6,1.2,0.99347,8.8,1,1,1
white,2,6,1.1,0.9932,9,1,1,1
white,2,6,5.4,0.9951,9,1,1,1
white,2,6,9.7,0.99571,9.1,1,1,1
white,2,6,5.1,0.99416,9.2,1,1,1
white,2,6,6.8,0.9953,9.3,1,1,1
white,2,6,1.5,0.9927,9.8,1,1,1
white,2,6.1,7.6,0.9956,8.9,1,1,1
white,2,6.1,12.9,0.9979,9,1,1,1
white,2,6.1,3.9,0.99344,9.2,1,1,1
white,2,6.1,15.8,0.99782,9.2,1,1,1
white,2,6.1,19.95,0.99922,9.3,1,1,1
white,2,6.1,1.3,0.9937,9.4,1,1,1
white,2,6.1,16.7,0.99985,9.4,1,1,1
white,2,6.1,12.1,0.998,9.5,1,1,1
white,2,6.1,1.4,0.9927,9.5,1,1,1
white,2,6.1,15.1,0.99684,9.5,1,1,1
white,2,6.1,7.6,0.99558,9.5,1,1,1
white,2,6.1,1.5,0.9928,9.6,1,1,1
white,2,6.2,17.2,0.99946,8.8,1,1,1
white,2,6.2,1.4,0.9932,8.9,1,1,1
white,2,6.2,2.8,0.9939,9,1,1,1
white,2,6.2,8,0.99586,9.1,1,1,1
white,2,6.2,1,0.99345,9.2,1,1,1
white,2,6.2,7.5,0.99573,9.2,1,1,1
white,2,6.2,0.9,0.99234,9.5,1,1,1
white,2,6.2,12.4,0.99728,9.5,1,1,1
white,2,6.2,7,0.9949,9.6,1,1,1
white,2,6.3,3.1,0.9942,8.6,1,1,1
white,2,6.3,7.8,0.9961,9,1,1,1
white,2,6.3,13,0.9974,9.2,1,1,1
white,2,6.3,8.1,0.9958,9.3,1,1,1
white,2,6.3,6.6,0.99478,9.4,1,1,1
white,2,6.3,7.7,0.99514,9.5,1,1,1
white,2,6.3,14.9,0.99705,9.7,1,1,1
white,2,6.3,4.9,0.9946,9.7,1,1,1
white,2,6.3,2.8,0.99304,9.8,1,1,1
white,2,6.3,1.4,0.9932,9.9,1,1,1
white,2,6.4,12.6,0.9974,8.9,1,1,1
white,2,6.4,12.9,0.9974,9,1,1,1
white,2,6.4,5.2,0.9951,9,1,1,1
white,2,6.4,3.5,0.9934,9,1,1,1
white,2,6.4,14.9,0.9983,9,1,1,1
white,2,6.4,7.5,0.9959,9,1,1,1
white,2,6.4,7.1,0.9952,9.2,1,1,1
white,2,6.4,1.7,0.99354,9.2,1,1,1
white,2,6.4,2.4,0.99314,9.2,1,1,1
white,2,6.4,7.8,0.9956,9.2,1,1,1
white,2,6.4,7.8,0.9956,9.2,1,1,1
white,2,6.4,7.3,0.9956,9.2,1,1,1
white,2,6.4,10.3,0.9967,9.2,1,1,1
white,2,6.4,10.3,0.9967,9.2,1,1,1
white,2,6.4,3.4,0.99347,9.3,1,1,1
white,2,6.4,1,0.9924,9.5,1,1,1
white,2,6.4,5.7,0.9946,9.5,1,1,1
white,2,6.4,8.2,0.99542,9.5,1,1,1
white,2,6.4,5.1,0.9939,9.6,1,1,1
white,2,6.4,8.9,0.99488,9.6,1,1,1
white,2,6.4,1.5,0.9938,9.6,1,1,1
white,2,6.4,8.4,0.99495,9.7,1,1,1
white,2,6.4,1.6,0.9928,9.8,1,1,1
white,2,6.5,7.6,0.9966,8.6,1,1,1
white,2,6.5,7.7,0.9957,8.7,1,1,1
white,2,6.5,20.4,1.0002,8.7,1,1,1
white,2,6.5,17.1,1.0001,8.8,1,1,1
white,2,6.5,16.3,0.99924,8.8,1,1,1
white,2,6.5,4.1,0.99475,9,1,1,1
white,2,6.5,7.4,0.99712,9.1,1,1,1
white,2,6.5,8,0.9959,9.1,1,1,1
white,2,6.5,17.3,0.99828,9.2,1,1,1
white,2,6.5,5.9,0.99482,9.3,1,1,1
white,2,6.5,6.7,0.99528,9.3,1,1,1
white,2,6.5,1.2,0.99254,9.4,1,1,1
white,2,6.5,8,0.99536,9.5,1,1,1
white,2,6.5,1.8,0.9928,9.6,1,1,1
white,2,6.5,4.5,0.9937,9.6,1,1,1
white,2,6.5,9.9,0.9954,9.8,1,1,1
white,2,6.5,0.9,0.99226,9.8,1,1,1
white,2,6.6,1.2,0.9936,8.7,1,1,1
white,2,6.6,17.3,0.99906,8.8,1,1,1
white,2,6.6,17.3,0.99906,8.8,1,1,1
white,2,6.6,12.8,0.99772,9,1,1,1
white,2,6.6,3.1,0.994,9.1,1,1,1
white,2,6.6,1.2,0.9933,9.2,1,1,1
white,2,6.6,8,0.99577,9.2,1,1,1
white,2,6.6,5.3,0.9951,9.3,1,1,1
white,2,6.6,7.7,0.996,9.3,1,1,1
white,2,6.6,15.4,0.99845,9.3,1,1,1
white,2,6.6,8.7,0.99605,9.3,1,1,1
white,2,6.6,15.1,0.9986,9.4,1,1,1
white,2,6.6,15.1,0.9986,9.4,1,1,1
white,2,6.6,1.2,0.99352,9.4,1,1,1
white,2,6.6,7.8,0.9959,9.4,1,1,1
white,2,6.6,8.2,0.99562,9.4,1,1,1
white,2,6.6,7,0.99558,9.4,1,1,1
white,2,6.6,7,0.99558,9.4,1,1,1
white,2,6.6,8.1,0.99548,9.5,1,1,1
white,2,6.6,8.5,0.99558,9.5,1,1,1
white,2,6.6,5.1,0.9942,9.6,1,1,1
white,2,6.6,6.5,0.9954,9.6,1,1,1
white,2,6.6,7.7,0.99526,9.7,1,1,1
white,2,6.6,11.8,0.99606,9.7,1,1,1
white,2,6.6,12.4,0.9984,9.8,1,1,1
white,2,6.7,5.4,0.9949,9,1,1,1
white,2,6.7,1.2,0.99288,9.2,1,1,1
white,2,6.7,13.4,0.9988,9.2,1,1,1
white,2,6.7,7.1,0.99534,9.3,1,1,1
white,2,6.7,8.8,0.9962,9.3,1,1,1
white,2,6.7,8.8,0.9962,9.3,1,1,1
white,2,6.7,15.6,0.9982,9.3,1,1,1
white,2,6.7,2.9,0.9937,9.4,1,1,1
white,2,6.7,2.5,0.9937,9.4,1,1,1
white,2,6.7,7.1,0.99502,9.4,1,1,1
white,2,6.7,6.6,0.99548,9.4,1,1,1
white,2,6.7,7.7,0.99566,9.4,1,1,1
white,2,6.7,8.8,0.99576,9.4,1,1,1
white,2,6.7,12.3,0.9983,9.5,1,1,1
white,2,6.7,6.4,0.9955,9.6,1,1,1
white,2,6.7,12.6,0.99802,9.7,1,1,1
white,2,6.7,5.4,0.995,9.7,1,1,1
white,2,6.7,10.6,0.99572,9.8,1,1,1
white,2,6.8,18.15,1.0001,8.7,1,1,1
white,2,6.8,18.3,1,8.7,1,1,1
